Tag,Normalized,Count,Status,Variants
"cocaine anonymous","cocaine anonymous",5,"other",""
"artisan goods","artisan goods",5,"other",""
"homeschool meetup","homeschool meetup",5,"other",""
"bipolar","bipolar",5,"other",""
"energy balancing","energy balancing",5,"other","energy balancing; energy-balancing"
"live acoustic","live acoustic",5,"other","live acoustic; live-acoustic"
"guided practice","guided practice",5,"other",""
"technique-drills","technique drills",5,"other","technique-drills; technique drills"
"senior focused","senior focused",5,"other",""
"pool","pool",5,"other",""
"folk-rock","folk rock",5,"other","folk-rock; folk rock"
"project-management","project management",4,"other","project-management; project management"
"chef-driven","chef driven",4,"other",""
"community meetup","community meetup",4,"other","community meetup; community-meetup"
"emotional support","emotional support",4,"other",""
"personal growth","personal growth",4,"other",""
"western nc focus","western nc focus",4,"other",""
"merengue","merengue",4,"other",""
"cumbia","cumbia",4,"other",""
"pay-what-you-can","pay what you can",4,"other",""
"small venue","small venue",4,"other",""
"cultural center venue","cultural center venue",4,"other",""
"music series","music series",4,"other",""
"college sports","college sports",4,"other",""
"hands-on workshop","hands on workshop",4,"other",""
"prize-driven","prize driven",4,"other",""
"multi-genre","multi genre",4,"other",""
"pop-rock","pop rock",4,"other",""
"dj-night","dj night",4,"other","dj-night; dj night"
"museum-education","museum education",4,"other",""
"online option","online option",4,"other",""
"vocal performance","vocal performance",4,"other",""
"performing arts","performing arts",4,"other",""
"prizes available","prizes available",4,"other",""
"duo","duo",4,"other",""
"community building","community building",4,"other","community building; community-building"
"lounge","lounge",4,"other",""
"pedal steel","pedal steel",4,"other","pedal steel; pedal-steel"
"rock music","rock music",4,"other",""
"flexibility-focused","flexibility focused",4,"other",""
"square dance","square dance",4,"other",""
"sunday morning","sunday morning",4,"other","sunday morning; sunday-morning"
"fantasy creatures","fantasy creatures",4,"other",""
"ongoing","ongoing",4,"other",""
"musician collaborations","musician collaborations",4,"other",""
"ages 16+","ages 16+",4,"other",""
"ice skating","ice skating",4,"other","ice skating; ice-skating"
"roots reggae","roots reggae",4,"other",""
"evening","evening",4,"other",""
"prize giveaways","prize giveaways",4,"other",""
"social sports","social sports",4,"other",""
"studio pottery","studio pottery",4,"other","studio pottery; studio-pottery"
"18+ show","18+ show",4,"other",""
"public speaking","public speaking",4,"other",""
"tribute band","tribute band",4,"other","tribute band; tribute-band"
"stacey b","stacey b",4,"other",""
"dnd","dnd",4,"other",""
"nonalcoholic","nonalcoholic",4,"other",""
"guided tasting","guided tasting",4,"other","guided tasting; guided-tasting"
"sober-curious","sober curious",4,"other",""
"showcase","showcase",4,"other",""
"all-abilities","all abilities",4,"other","all-abilities; all abilities"
"group exercise","group exercise",4,"other",""
"rec center","rec center",4,"other","rec center; rec-center"
"candlelit","candlelit",4,"other",""
"drikung kagyu","drikung kagyu",4,"other","drikung kagyu; drikung-kagyu"
"arts center venue","arts center venue",4,"other",""
"library event","library event",4,"other",""
"women's basketball","women's basketball",4,"other",""
"biltmore village","biltmore village",4,"other",""
"6-week course","6 week course",4,"other","6-week course; 6-week-course"
"laid-back","laid back",4,"other",""
"honky-tonk","honky tonk",4,"other","honky-tonk; honky tonk"
"social run","social run",4,"other",""
"featured-exhibition","featured exhibition",4,"other","featured-exhibition; featured exhibition"
"drum circle","drum circle",4,"other",""
"print folio","print folio",4,"other",""
"playtesting","playtesting",4,"other",""
"uplifting","uplifting",4,"other",""
"music hall venue","music hall venue",4,"other",""
"woodfin","woodfin",4,"other",""
"webinar","webinar",4,"other",""
"southern appalachian","southern appalachian",4,"other",""
"trauma-informed","trauma informed",4,"other",""
"ragga","ragga",4,"other",""
"bar games","bar games",4,"other",""
"smoking cessation","smoking cessation",4,"other","smoking cessation; smoking-cessation"
"celtic","celtic",4,"other",""
"hybrid","hybrid",4,"other",""
"upcycled-materials","upcycled materials",4,"other","upcycled-materials; upcycled materials"
"recovery dharma","recovery dharma",4,"other",""
"songs and rhymes","songs and rhymes",4,"other","songs and rhymes; songs-and-rhymes"
"bookstore venue","bookstore venue",4,"other",""
"handmade goods","handmade goods",4,"other",""
"kirtan","kirtan",4,"other",""
"participatory music","participatory music",4,"other",""
"metaphysical","metaphysical",4,"other",""
"sahaja yoga","sahaja yoga",4,"other",""
"historic venue","historic venue",4,"other",""
"holistic health","holistic health",4,"other",""
"after-church","after church",4,"other",""
"group run","group run",4,"other",""
"arboretum venue","arboretum venue",4,"other",""
"bar-meetup","bar meetup",4,"other","bar-meetup; bar meetup"
"multi-activity","multi activity",4,"other",""
"reiki","reiki",4,"other",""
"guided-relaxation","guided relaxation",4,"other","guided-relaxation; guided relaxation"
"buddhist study","buddhist study",4,"other",""
"dj-rotation","dj rotation",4,"other","dj-rotation; dj rotation"
"social connection","social connection",4,"other","social connection; social-connection"
"solo artist","solo artist",4,"other","solo artist; solo-artist"
"weekend event","weekend event",4,"other",""
"cocktail-bar","cocktail bar",4,"other","cocktail-bar; cocktail bar"
"secular meetup","secular meetup",4,"other",""
"burlesque","burlesque",4,"other",""
"midnight champagne toast","midnight champagne toast",4,"other",""
"rotating food trucks","rotating food trucks",4,"other",""
"listening practice","listening practice",4,"other","listening practice; listening-practice"
"safe space","safe space",4,"other",""
"atheist meetup","atheist meetup",4,"other",""
"facilitated","facilitated",4,"other",""
"sober","sober",4,"other",""
"vocal-jazz","vocal jazz",4,"other","vocal-jazz; vocal jazz"
"social gaming","social gaming",4,"other",""
"irish","irish",4,"other",""
"on-site sign-up","on site sign up",4,"other",""
"local artist","local artist",4,"other",""
"solo performer","solo performer",4,"other","solo performer; solo-performer"
"martial application","martial application",4,"other","martial application; martial-application"
"equipment provided","equipment provided",4,"other","equipment provided; equipment-provided"
"candlelight","candlelight",4,"other",""
"wellness center","wellness center",4,"other","wellness center; wellness-center"
"new orleans jazz","new orleans jazz",4,"other",""
"soulful vocals","soulful vocals",4,"other","soulful vocals; soulful-vocals"
"garden installation","garden installation",4,"other","garden installation; garden-installation"
"afterwork","afterwork",4,"other",""
"nicotine recovery","nicotine recovery",4,"other",""
"food vendors","food vendors",4,"other",""
"meetup","meetup",4,"other",""
"hosted-by-jason","hosted by jason",4,"other","hosted-by-jason; hosted by jason"
"casual night","casual night",4,"other","casual night; casual-night"
"fresh produce","fresh produce",4,"other",""
"cognitive skills","cognitive skills",4,"other",""
"community-oriented","community oriented",4,"other",""
"electric","electric",4,"other",""
"record-store show","record store show",4,"other","record-store show; record-store-show"
"adult humor","adult humor",4,"other",""
"eating-disorder support","eating disorder support",4,"other","eating-disorder support; eating disorder support; eating-disorder-support"
"church-meeting-room","church meeting room",4,"other","church-meeting-room; church meeting room"
"vintage jewelry","vintage jewelry",4,"other",""
"arboretum exhibit","arboretum exhibit",4,"other","arboretum exhibit; arboretum-exhibit"
"church service","church service",4,"other",""
"acoustic music","acoustic music",4,"other",""
"interactive game night","interactive game night",4,"other","interactive game night; interactive-game-night"
"original compositions","original compositions",4,"other",""
"evening entertainment","evening entertainment",4,"other",""
"martial arts","martial arts",4,"other",""
"ongoing exhibition","ongoing exhibition",4,"other",""
"worship service","worship service",4,"other",""
"soulcollage","soulcollage",4,"other",""
"online webinar","online webinar",4,"other",""
"vocal harmonies","vocal harmonies",4,"other","vocal harmonies; vocal-harmonies"
"outdoor exhibit","outdoor exhibit",4,"other","outdoor exhibit; outdoor-exhibit"
"card games","card games",4,"other","card games; card-games"
"chinese tea","chinese tea",4,"other",""
"mimosas","mimosas",4,"other",""
"infants","infants",3,"other",""
"0-18 months","0 18 months",3,"other",""
"pool tournament","pool tournament",3,"other",""
"river arts district","river arts district",3,"other",""
"guitar-driven","guitar driven",3,"other",""
"drop-in musicians","drop in musicians",3,"other",""
"southern cuisine","southern cuisine",3,"other",""
"library-hosted","library hosted",3,"other",""
"listening skills","listening skills",3,"other",""
"facilitated discussion","facilitated discussion",3,"other",""
"vinyl dj","vinyl dj",3,"other",""
"craftsman style","craftsman style",3,"other","craftsman style; craftsman-style"
"darkwave","darkwave",3,"other",""
"dj sets","dj sets",3,"other","dj sets; dj-sets"
"gallery tour","gallery tour",3,"other","gallery tour; gallery-tour"
"lean six sigma","lean six sigma",3,"other",""
"green belt","green belt",3,"other","green belt; green-belt"
"community-focused","community focused",3,"other","community-focused; community focused"
"community studio","community studio",3,"other","community studio; community-studio"
"buddhist teachings","buddhist teachings",3,"other",""
"virtual option","virtual option",3,"other",""
"ambient music","ambient music",3,"other",""
"slow art","slow art",3,"other","slow art; slow-art"
"kinesa","kinesa",3,"other",""
"posture alignment","posture alignment",3,"other",""
"local-vendors","local vendors",3,"other","local-vendors; local vendors"
"arts-and-crafts","arts and crafts",3,"other","arts-and-crafts; arts and crafts"
"house","house",3,"other",""
"hendersonville event","hendersonville event",3,"other",""
"stargazing","stargazing",3,"other",""
"mashup","mashup",3,"other",""
"jazz funk","jazz funk",3,"other","jazz funk; jazz-funk"
"music session","music session",3,"other",""
"goal-setting","goal setting",3,"other","goal-setting; goal setting"
